,stroma,plasmablast-enriched stroma,lymphoid structure,tumor-stroma boundary,myeloid-enriched stroma,tumor interior
153,0.16895613,0.048137717,0.06280554,0.091517754,0.57280606,0.055776797
154,0.21956736,0.067142196,0.042280506,0.09517201,0.5388876,0.036950316
155,0.16793011,0.043563955,0.06664367,0.08292417,0.58932704,0.049611073
156,0.2745308,0.03931578,0.06147076,0.08398963,0.4930584,0.04763465
157,0.24323124,0.012072143,0.054091293,0.06966381,0.55573744,0.0652041
158,0.11377208,0.006865789,0.056784984,0.07403475,0.5729979,0.17554446
159,0.085877605,0.00872506,0.08721474,0.06234199,0.615225,0.14061558
160,0.16545947,0.009968265,0.0818657,0.061778665,0.6030847,0.07784323
161,0.2044569,0.009558741,0.112245865,0.038570598,0.60252744,0.03264048
162,0.15961118,0.010607123,0.23309526,0.031669576,0.5265585,0.03845828
163,0.17210053,0.016645227,0.23161197,0.040388416,0.4939986,0.04525523
164,0.114987,0.025052765,0.23346767,0.047559552,0.52411115,0.05482188
165,0.07336974,0.016805056,0.26077,0.043229084,0.5234956,0.082330465
166,0.08112489,0.02839833,0.2718048,0.047289435,0.5036418,0.06774075
167,0.091351405,0.017489826,0.29763252,0.044757206,0.46206588,0.08670312
168,0.06821854,0.009197974,0.29286498,0.041333023,0.44472238,0.14366311
169,0.080500536,0.010997524,0.25411844,0.04417117,0.4986012,0.11161107
170,0.06764427,0.012657811,0.2372539,0.05014065,0.47691056,0.15539286
171,0.07717397,0.01061027,0.24604061,0.049521025,0.45350736,0.16314678
172,0.115479894,0.0154588,0.20732044,0.058658265,0.48791593,0.1151666
173,0.14289562,0.0088034365,0.19705196,0.0436039,0.53142554,0.07621954
174,0.1406326,0.00974222,0.1818598,0.04526894,0.550225,0.07227143
175,0.09837947,0.010765745,0.14998485,0.054626063,0.57504576,0.11119814
176,0.14380455,0.016648494,0.22528465,0.060363065,0.44042104,0.11347819
177,0.12575273,0.028210515,0.18413483,0.06950549,0.49466935,0.097727075
178,0.1696174,0.044602077,0.06894121,0.10676992,0.5188946,0.09117477
179,0.20473433,0.015124604,0.042331055,0.0874548,0.5681141,0.0822411
180,0.118771054,0.010810437,0.036316056,0.07376663,0.6841251,0.07621077
181,0.08743713,0.005200814,0.04007977,0.0596097,0.705629,0.10204363
182,0.096572556,0.010695267,0.057033017,0.07042104,0.6583843,0.10689391
183,0.11993477,0.0037867785,0.04734295,0.044502493,0.726585,0.057848103
184,0.13845186,0.009154291,0.06597903,0.0559925,0.6688216,0.061600685
185,0.20948769,0.011755455,0.060959637,0.06450178,0.59442824,0.058867205
186,0.25015715,0.012510373,0.03832901,0.06939108,0.57612985,0.053482536
187,0.23792268,0.005622065,0.022245785,0.05475034,0.6363045,0.043154612
188,0.13480608,0.0072692716,0.038750317,0.07052991,0.65771556,0.0909289
189,0.1340601,0.0038080788,0.060352873,0.040228054,0.7104828,0.051068116
190,0.2407056,0.010999135,0.039485216,0.06090448,0.6040848,0.043820754
191,0.26777536,0.009423447,0.06359302,0.05162336,0.56315774,0.04442709
192,0.3095885,0.013053877,0.08762872,0.046191465,0.5080297,0.035507794
193,0.24176577,0.015149965,0.1300739,0.043673605,0.53553146,0.033805378
194,0.20248923,0.021393936,0.06964697,0.06886899,0.5875419,0.050059
195,0.25518802,0.026676914,0.073476106,0.07113965,0.5266077,0.046911612
196,0.19723043,0.018253786,0.15626955,0.05265273,0.52317107,0.05242239
197,0.27627432,0.03569038,0.13878764,0.07048276,0.42233,0.056434877
198,0.30377936,0.023341132,0.17514516,0.04663932,0.4131889,0.03790618
199,0.25407645,0.020510782,0.16390654,0.054157935,0.45412293,0.053225324
200,0.27233946,0.041738022,0.22696248,0.055860847,0.3570869,0.04601228
201,0.20475909,0.03156204,0.23734133,0.04483788,0.4451571,0.036342487
202,0.25005773,0.019468566,0.21483546,0.0465151,0.41808343,0.05103975
203,0.26027533,0.023821492,0.24060833,0.05112738,0.3633867,0.06078079
204,0.3250492,0.018783266,0.20617838,0.04600167,0.35240933,0.05157814
205,0.2820699,0.019685823,0.26253688,0.033931594,0.37015808,0.031617686
206,0.21511109,0.033662394,0.31058812,0.04001052,0.3640488,0.036578972
207,0.26895025,0.019040965,0.23556419,0.035702147,0.40863934,0.03210313
208,0.33612946,0.01758112,0.13266732,0.045021467,0.43148395,0.037116688
209,0.3387104,0.011611864,0.092282444,0.048702322,0.46059856,0.048094384
210,0.32903993,0.00998817,0.13446407,0.03486483,0.45847625,0.033166677
211,0.30730292,0.015519017,0.16115212,0.03672868,0.4503492,0.02894803
212,0.30619743,0.012326984,0.13770182,0.034268368,0.48304358,0.026461776
213,0.38128683,0.01411374,0.0827957,0.038201377,0.45898655,0.024615822
214,0.46368137,0.012177005,0.06939012,0.037975382,0.38888806,0.027888035
215,0.41317037,0.01148415,0.070069484,0.03708395,0.44234997,0.025841998
216,0.45157883,0.010053783,0.06560266,0.037422564,0.40541145,0.02993077
